"Survey","Method","Reef_1","Reef_2","Site","Survey_Day","Dive_No","Transect","OpCode","Family","Genus","Species","Number","Length_mm","Comment","Reader","T_ID","Date","Site_lat","Site_long","Depth_m","Temperature","Situation","Habitat","Aspect_descriptive","Aspect_scale","Benthic_Complexity","Zero_obs","Binomial","Biomass.Constant.A","Biomass.Constant.B","Biomass.Constant.C","Trophic.Level","Trophic.Group","Functional.Group","Weight_G.sp","Biomass_G","Length_cm"
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_1","T1","Lihou_North_Feb2021","Pomacanthidae","Genicanthus","watanabei",4,108.706,NA,"GFG","Feb_21-LORN-01-D1-Dive_1-T1","12/02/2021",-17.116431,151.830203,45.1,27.7,"outer","outer_slope","flat",0,2,FALSE,"Genicanthus watanabei",0.0302,2.89,1,3.4,"planktivore","planktivore",29.8386797152759,119.354718861104,10.8706
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_1","T1","Lihou_North_Feb2021","Pomacanthidae","Genicanthus","watanabei",1,114.32,NA,"GFG","Feb_21-LORN-01-D1-Dive_1-T1","12/02/2021",-17.116431,151.830203,45.1,27.7,"outer","outer_slope","flat",0,2,FALSE,"Genicanthus watanabei",0.0302,2.89,1,3.4,"planktivore","planktivore",34.512796172225,34.512796172225,11.432
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_1","T1","Lihou_North_Feb2021","Serranidae","Pseudanthias","pleurotaenia",5,126.283,NA,"GFG","Feb_21-LORN-01-D1-Dive_1-T1","12/02/2021",-17.116431,151.830203,45.1,27.7,"outer","outer_slope","flat",0,2,FALSE,"Pseudanthias pleurotaenia",0.00933,2.97,1,3.4,"planktivore","planktivore",17.4130949672684,87.065474836342,12.6283
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_1","T1","Lihou_North_Feb2021","Acanthuridae","Acanthurus","thompsoni",1,131.854,NA,"GFG","Feb_21-LORN-01-D1-Dive_1-T1","12/02/2021",-17.116431,151.830203,45.1,27.7,"outer","outer_slope","flat",0,2,FALSE,"Acanthurus thompsoni",0.01698,2.99,1,3.64,"planktivore","planktivore",37.9329554379586,37.9329554379586,13.1854
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_1","T1","Lihou_North_Feb2021","Serranidae","Pseudanthias","pleurotaenia",12,132.26,NA,"GFG","Feb_21-LORN-01-D1-Dive_1-T1","12/02/2021",-17.116431,151.830203,45.1,27.7,"outer","outer_slope","flat",0,2,FALSE,"Pseudanthias pleurotaenia",0.00933,2.97,1,3.4,"planktivore","planktivore",19.9767273989214,239.720728787057,13.226
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_1","T1","Lihou_North_Feb2021","Acanthuridae","Acanthurus","thompsoni",12,150.537,NA,"GFG","Feb_21-LORN-01-D1-Dive_1-T1","12/02/2021",-17.116431,151.830203,45.1,27.7,"outer","outer_slope","flat",0,2,FALSE,"Acanthurus thompsoni",0.01698,2.99,1,3.64,"planktivore","planktivore",56.3755801278459,676.506961534151,15.0537
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_1","T1","Lihou_North_Feb2021","Chaetodontidae","Chaetodon","mertensii",2,157.737,NA,"GFG","Feb_21-LORN-01-D1-Dive_1-T1","12/02/2021",-17.116431,151.830203,45.1,27.7,"outer","outer_slope","flat",0,2,FALSE,"Chaetodon mertensii",0.004261,3.800466,1,2.95,"invertivore-mobile","micro-invertivore",152.130874865358,304.261749730716,15.7737
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_1","T1","Lihou_North_Feb2021","Acanthuridae","Ctenochaetus","striatus",4,175.705,NA,"GFG","Feb_21-LORN-01-D1-Dive_1-T1","12/02/2021",-17.116431,151.830203,45.1,27.7,"outer","outer_slope","flat",0,2,FALSE,"Ctenochaetus striatus",0.01569,3.058599,1,2,"omnivore","detritivore",100.67425144803,402.697005792118,17.5705
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_1","T1","Lihou_North_Feb2021","Acanthuridae","Acanthurus","pyroferus",6,178.83,NA,"GFG","Feb_21-LORN-01-D1-Dive_1-T1","12/02/2021",-17.116431,151.830203,45.1,27.7,"outer","outer_slope","flat",0,2,FALSE,"Acanthurus pyroferus",0.02291,2.96,1,2,"herbivore-detritivore","cropper/grazer",116.747772666582,700.486635999493,17.883
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_1","T1","Lihou_North_Feb2021","Mullidae","Parupeneus","multifasciatus",1,254.84,NA,"GFG","Feb_21-LORN-01-D1-Dive_1-T1","12/02/2021",-17.116431,151.830203,45.1,27.7,"outer","outer_slope","flat",0,2,FALSE,"Parupeneus multifasciatus",0.01136,3.211,0.933,3.61,"invertivore-mobile","macro-invertivore",372.309041747596,372.309041747596,25.484
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_1","T1","Lihou_North_Feb2021","Scaridae","Scarus","frenatus",2,274.43,NA,"GFG","Feb_21-LORN-01-D1-Dive_1-T1","12/02/2021",-17.116431,151.830203,45.1,27.7,"outer","outer_slope","flat",0,2,FALSE,"Scarus frenatus",0.01889,3.06,1,2,"herbivore-detritivore","scraper",476.247391420728,952.494782841456,27.443
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T10","Lihou_North_Feb2021","Serranidae","Pseudanthias","pleurotaenia",4,110,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T10","12/02/2021",-17.116431,151.830203,50.1,25.3,"outer","outer_slope","steep_slope",3,1,FALSE,"Pseudanthias pleurotaenia",0.00933,2.97,1,3.4,"planktivore","planktivore",11.5562763475286,46.2251053901145,11
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T10","Lihou_North_Feb2021","Balistidae","Sufflamen","bursa",1,NA,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T10","12/02/2021",-17.116431,151.830203,50.1,25.3,"outer","outer_slope","steep_slope",3,1,FALSE,"Sufflamen bursa",0.0257,2.94,1,2.9,"invertivore-mobile","micro-invertivore",NA,NA,NA
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T10","Lihou_North_Feb2021","Pomacentridae","Chromis","chrysura",5,NA,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T10","12/02/2021",-17.116431,151.830203,50.1,25.3,"outer","outer_slope","steep_slope",3,1,FALSE,"Chromis chrysura",0.01834,3.15616,1,3.04,"planktivore","planktivore",NA,NA,NA
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T10","Lihou_North_Feb2021","Chaetodontidae","Chaetodon","mertensii",1,NA,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T10","12/02/2021",-17.116431,151.830203,50.1,25.3,"outer","outer_slope","steep_slope",3,1,FALSE,"Chaetodon mertensii",0.004261,3.800466,1,2.95,"invertivore-mobile","micro-invertivore",NA,NA,NA
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Pomacentridae","Chromis","amboinensis",6,60,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Chromis amboinensis",0.01778,2.99,1,2.74,"omnivore","planktivore",3.772280644691,22.633683868146,6
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Pomacentridae","Chromis","amboinensis",6,80,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Chromis amboinensis",0.01778,2.99,1,2.74,"omnivore","planktivore",8.91601556024093,53.4960933614456,8
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Pomacentridae","Chromis","ternatensis",6,80,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Chromis ternatensis",0.014635,3.1485,1,3.4,"planktivore","planktivore",10.2040258657556,61.2241551945333,8
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Pomacanthidae","Genicanthus","melanospilos",3,94,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",19.6040788152744,58.8122364458232,9.4
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Pomacanthidae","Genicanthus","melanospilos",2,100,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",23.4426629221865,46.885325844373,10
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Pomacentridae","Amblyglyphidodon","aureus",1,110,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Amblyglyphidodon aureus",0.02239,2.99,1,2.68,"planktivore","planktivore",29.0949906659479,29.0949906659479,11
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Pomacanthidae","Genicanthus","melanospilos",1,113,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Genicanthus melanospilos",0.0302,2.89,1,3.4,"planktivore","planktivore",33.3736452028869,33.3736452028869,11.3
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Chaetodontidae","Chaetodon","kleinii",2,140,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Chaetodon kleinii",0.0449,3.036,0.827,3.18,"omnivore","corallivore",135.484950601239,270.969901202479,14
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Serranidae","Pseudanthias","pleurotaenia",15,150,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Pseudanthias pleurotaenia",0.00933,2.97,1,3.4,"planktivore","planktivore",29.0317144205857,435.475716308785,15
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Serranidae","Pseudanthias","rubrizonatus",9,150,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Pseudanthias rubrizonatus",0.00933,2.97,1,3.4,"planktivore","planktivore",29.0317144205857,261.285429785271,15
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Labridae","Oxycheilinus","orientalis",2,160,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Oxycheilinus orientalis",0.0166,2.95,1,3.8,"piscivore","pisci-invertivore",59.1918667805314,118.383733561063,16
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Labridae","Oxycheilinus","orientalis",1,170,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Oxycheilinus orientalis",0.0166,2.95,1,3.8,"piscivore","pisci-invertivore",70.7835607786005,70.7835607786005,17
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Balistidae","Rhinecanthus","rectangulus",1,190,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Rhinecanthus rectangulus",0.0522,2.641,1,3.5,"invertivore-mobile","micro-invertivore",124.410994905601,124.410994905601,19
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Labridae","Bodianus","anthioides",1,167.65,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Bodianus anthioides",0.01202,3.06,1,3.44,"invertivore-mobile","micro-invertivore",67.077884043043,67.077884043043,16.765
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Mullidae","Parupeneus","multifasciatus",1,190,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Parupeneus multifasciatus",0.01136,3.211,0.933,3.61,"invertivore-mobile","macro-invertivore",145.029431315592,145.029431315592,19
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Pomacanthidae","Pomacanthus","semicirculatus",1,350,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Pomacanthus semicirculatus",0.0309,2.9,1,2.69,"invertivore-sessile","spongivore",928.444201099768,928.444201099768,35
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Lutjanidae","Lutjanus","bohar",1,420,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Lutjanus bohar",0.013464,3.055209,1,4.27,"piscivore","pisci-invertivore",1226.13967168839,1226.13967168839,42
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Serranidae","Plectropomus","laevis",1,540,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Plectropomus laevis",0.00523,3.23774,1,4.14,"piscivore","pisci-invertivore",2125.89720425348,2125.89720425348,54
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_2","T11","Lihou_North_Feb2021","Acanthuridae","Naso","annulatus",11,680,NA,"GFG","Feb_21-LORN-01-D1-Dive_2-T11","12/02/2021",-17.116431,151.830203,50.1,25.7,"outer","outer_slope","steep_slope",3,3,FALSE,"Naso annulatus",0.05103,2.71537,0.864,2.12,"planktivore","planktivore",4827.97813539112,53107.7594893023,68
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Pomacentridae","Amblyglyphidodon","aureus",2,80,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Amblyglyphidodon aureus",0.02239,2.99,1,2.68,"planktivore","planktivore",11.2277608770413,22.4555217540826,8
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Pomacentridae","Chromis","amboinensis",1,90,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Chromis amboinensis",0.01778,2.99,1,2.74,"omnivore","planktivore",12.6799301122149,12.6799301122149,9
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Pomacentridae","Amblyglyphidodon","aureus",4,110,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Amblyglyphidodon aureus",0.02239,2.99,1,2.68,"planktivore","planktivore",29.0949906659479,116.379962663792,11
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Pomacentridae","Amblyglyphidodon","aureus",3,110,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Amblyglyphidodon aureus",0.02239,2.99,1,2.68,"planktivore","planktivore",29.0949906659479,87.2849719978437,11
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Pomacentridae","Amblyglyphidodon","aureus",1,110,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Amblyglyphidodon aureus",0.02239,2.99,1,2.68,"planktivore","planktivore",29.0949906659479,29.0949906659479,11
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Pomacentridae","Amblyglyphidodon","aureus",2,110,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Amblyglyphidodon aureus",0.02239,2.99,1,2.68,"planktivore","planktivore",29.0949906659479,58.1899813318958,11
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Labridae","Bodianus","axillaris",1,140,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Bodianus axillaris",0.01202,3.06,1,3.42,"invertivore-mobile","micro-invertivore",38.6417028792656,38.6417028792656,14
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Chaetodontidae","Forcipiger","flavissimus",1,150,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Forcipiger flavissimus",0.02188,3.02,1,3.38,"invertivore-mobile","micro-invertivore",77.9548104738363,77.9548104738363,15
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Acanthuridae","Acanthurus","thompsoni",13,160,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Acanthurus thompsoni",0.01698,2.99,1,3.64,"planktivore","planktivore",67.6482294049203,879.426982263964,16
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Acanthuridae","Acanthurus","thompsoni",15,160,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Acanthurus thompsoni",0.01698,2.99,1,3.64,"planktivore","planktivore",67.6482294049203,1014.7234410738,16
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Acanthuridae","Acanthurus","thompsoni",1,160,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Acanthurus thompsoni",0.01698,2.99,1,3.64,"planktivore","planktivore",67.6482294049203,67.6482294049203,16
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Zanclidae","Zanclus","cornutus",1,170,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Zanclus cornutus",0.0147,3.36991,1,2.49,"invertivore-mobile","micro-invertivore",205.977346659639,205.977346659639,17
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Labridae","Bodianus","dictynna",1,170,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Bodianus dictynna",0.01202,3.06,1,3.5,"invertivore-mobile","micro-invertivore",69.9967969354163,69.9967969354163,17
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Scaridae","Scarus","chameleon",1,250,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Scarus chameleon",0.01445,3.04,1,2,"herbivore-detritivore","scraper",256.806181599603,256.806181599603,25
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T12","Lihou_North_Feb2021","Acanthuridae","Acanthurus","pyroferus",1,NA,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T12","12/02/2021",-17.116431,151.830203,55.6,27.9,"outer","outer_slope","steep_slope",3,4,FALSE,"Acanthurus pyroferus",0.02291,2.96,1,2,"herbivore-detritivore","cropper/grazer",NA,NA,NA
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T13","Lihou_North_Feb2021","Pomacentridae","Chromis","amboinensis",5,80,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T13","12/02/2021",-17.116431,151.830203,55.2,28,"outer","outer_slope","steep_slope",3,3,FALSE,"Chromis amboinensis",0.01778,2.99,1,2.74,"omnivore","planktivore",8.91601556024093,44.5800778012047,8
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T13","Lihou_North_Feb2021","Pomacentridae","Chromis","amboinensis",12,80,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T13","12/02/2021",-17.116431,151.830203,55.2,28,"outer","outer_slope","steep_slope",3,3,FALSE,"Chromis amboinensis",0.01778,2.99,1,2.74,"omnivore","planktivore",8.91601556024093,106.992186722891,8
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T13","Lihou_North_Feb2021","Pomacentridae","Chromis","amboinensis",8,90,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T13","12/02/2021",-17.116431,151.830203,55.2,28,"outer","outer_slope","steep_slope",3,3,FALSE,"Chromis amboinensis",0.01778,2.99,1,2.74,"omnivore","planktivore",12.6799301122149,101.43944089772,9
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T13","Lihou_North_Feb2021","Pomacentridae","Chromis","amboinensis",7,100,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T13","12/02/2021",-17.116431,151.830203,55.2,28,"outer","outer_slope","steep_slope",3,3,FALSE,"Chromis amboinensis",0.01778,2.99,1,2.74,"omnivore","planktivore",17.3752777885943,121.62694452016,10
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T13","Lihou_North_Feb2021","Serranidae","Pseudanthias","pleurotaenia",3,120,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T13","12/02/2021",-17.116431,151.830203,55.2,28,"outer","outer_slope","steep_slope",3,3,FALSE,"Pseudanthias pleurotaenia",0.00933,2.97,1,3.4,"planktivore","planktivore",14.9640773530302,44.8922320590905,12
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T13","Lihou_North_Feb2021","Pomacentridae","Amblyglyphidodon","aureus",2,120,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T13","12/02/2021",-17.116431,151.830203,55.2,28,"outer","outer_slope","steep_slope",3,3,FALSE,"Amblyglyphidodon aureus",0.02239,2.99,1,2.68,"planktivore","planktivore",37.7403583261782,75.4807166523564,12
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T13","Lihou_North_Feb2021","Chaetodontidae","Chaetodon","kleinii",1,120,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T13","12/02/2021",-17.116431,151.830203,55.2,28,"outer","outer_slope","steep_slope",3,3,FALSE,"Chaetodon kleinii",0.0449,3.036,0.827,3.18,"omnivore","corallivore",84.8478035030918,84.8478035030918,12
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T13","Lihou_North_Feb2021","Labridae","Labroides","dimidiatus",1,120,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T13","12/02/2021",-17.116431,151.830203,55.2,28,"outer","outer_slope","steep_slope",3,3,FALSE,"Labroides dimidiatus",0.006669,3.172365,1,3.85,"invertivore-mobile","micro-invertivore",17.6855076740514,17.6855076740514,12
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T13","Lihou_North_Feb2021","Chaetodontidae","Chaetodon","kleinii",2,130,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T13","12/02/2021",-17.116431,151.830203,55.2,28,"outer","outer_slope","steep_slope",3,3,FALSE,"Chaetodon kleinii",0.0449,3.036,0.827,3.18,"omnivore","corallivore",108.18781721518,216.375634430361,13
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T13","Lihou_North_Feb2021","Chaetodontidae","Forcipiger","flavissimus",1,160,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T13","12/02/2021",-17.116431,151.830203,55.2,28,"outer","outer_slope","steep_slope",3,3,FALSE,"Forcipiger flavissimus",0.02188,3.02,1,3.38,"invertivore-mobile","micro-invertivore",94.7304641637704,94.7304641637704,16
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T13","Lihou_North_Feb2021","Acanthuridae","Acanthurus","thompsoni",5,160,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T13","12/02/2021",-17.116431,151.830203,55.2,28,"outer","outer_slope","steep_slope",3,3,FALSE,"Acanthurus thompsoni",0.01698,2.99,1,3.64,"planktivore","planktivore",67.6482294049203,338.241147024601,16
"Feb_21","ROV_stereo","Lihou","Lorna Cay","LORN-01","D1","Dive_3","T13","Lihou_North_Feb2021","Chaetodontidae","Forcipiger","flavissimus",1,160,NA,"GFG","Feb_21-LORN-01-D1-Dive_3-T13","12/02/2021",-17.116431,151.830203,55.2,28,"outer","outer_slope","steep_slope",3,3,FALSE,"Forcipiger flavissimus",0.02188,3.02,1,3.38,"invertivore-mobile","micro-invertivore",94.7304641637704,94.7304641637704,16
