"","Site","Transect","Depth_m","Habitat","Aspect","Diversity","Observed","Estimator","s.e.","LCL","UCL"
"253","MARG-02","T3",34.5,"lagoon","moderate_slope","Species richness",1,1,0,1,1
"254","MARG-02","T4",34.9,"lagoon","moderate_slope","Species richness",1,1,0,1,1
"255","MARG-02","T8",13.8,"lagoon","moderate_slope","Species richness",2,2,0.492365963917331,2,2.96501955649132
"256","MARG-02","T9",7.7,"lagoon","moderate_slope","Species richness",5,6.96875,1.91232304224397,5,10.7168342896043
"257","MARI-01","T1",33.9,"lagoon","flat","Species richness",3,3.88888888888889,0.988609526864907,3,5.82652795631729
"258","MARI-01","T6",35,"lagoon","flat","Species richness",3,3.83333333333333,1.1495067380145,3,6.08632513982788
"259","MARI-02","T1",18,"lagoon","flat","Species richness",4,4.225,1.77888293458268,4,7.71154648449498
"260","MARI-02","T10",45,"lagoon","flat","Species richness",5,5,1.19028200983007,5,7.33290987071289
"261","MARI-02","T11",46,"lagoon","flat","Species richness",1,1,0,1,1
"262","MARI-02","T12",46,"lagoon","flat","Species richness",5,9.09090909090909,3.96508309141981,5,16.8623291458007
"263","MARI-02","T13",48,"lagoon","flat","Species richness",3,3.8,1.5009545784149,3,6.7418169161237
"264","MARI-02","T14",45,"lagoon","flat","Species richness",3,3.8,1.3354286566379,3,6.41739207093298
"265","MARI-02","T15",44,"lagoon","flat","Species richness",3,3.8,1.17654519074219,3,6.10598620003851
"266","MARI-02","T16",46,"lagoon","flat","Species richness",5,5.90909090909091,2.29933237018536,5,10.4156995431413
"267","MARI-02","T17",54,"lagoon","flat","Species richness",3,3.2,1.62478157040113,3,6.38451336073064
"268","MARI-02","T4",38,"lagoon","flat","Species richness",3,3.45454545454545,1.2439836850344,3,5.8927086745683
"269","MARI-02","T5",41,"lagoon","flat","Species richness",3,3.83333333333333,1.21342419970922,3,6.21160106273274
"270","MARI-02","T6",43,"lagoon","flat","Species richness",3,4.5,2.01007563051842,3,8.43967584201775
"271","MARI-02","T7",44,"lagoon","flat","Species richness",5,5.9,2.39181865212362,5,10.5878784157134
"272","MARI-02","T9",44,"lagoon","flat","Species richness",6,9.5,4.97824795967073,6,19.2571867070646
"273","MIDD-01","T1",40,"inner_reef","flat","Species richness",4,7.6,3.36319713211922,4,14.1917452518621
"274","MIDD-01","T10",5,"inner_reef","flat","Species richness",1,1,0,1,1
"275","MIDD-01","T2",40,"inner_reef","flat","Species richness",2,2.5,0.697234798067598,2,3.86655509298055
"276","MIDD-01","T3",30,"inner_reef","flat","Species richness",4,4.83333333333333,1.93710736943472,4,8.62999401161251
"277","MIDD-01","T5",26,"inner_reef","flat","Species richness",2,2,0.468826172262151,2,2.91888241264359
"278","MIDD-01","T6",21,"inner_reef","steep_slope","Species richness",8,15.6,6.52690011776696,8,28.3924891615135
"279","MIDD-01","T7",11,"inner_reef","flat","Species richness",7,9.90909090909091,3.19650265050917,7,16.1741209805757
"280","MIDD-01","T8",10,"inner_reef","flat","Species richness",7,7.24444444444444,1.68998936324649,7,10.5567627306633
"281","MIDD-01","T9",4,"inner_reef","flat","Species richness",3,3.44444444444444,1.25965729498565,3,5.91332737547947
"282","OBSN-01","T10",5,"outer_slope","wall","Species richness",7,14.68,5.84370459502698,7,26.1334505425441
"283","OBSN-01","T11",5,"outer_slope","wall","Species richness",7,8.92307692307692,2.29466909289572,7,13.4205457015897
"284","OBSN-01","T4",63,"outer_slope","wall","Species richness",1,1,0,1,1
"285","OBSN-01","T7",33,"outer_slope","wall","Species richness",2,2,0.1,2,2.19599639845401
"286","OBSN-01","T8",25,"outer_slope","wall","Species richness",5,5.88888888888889,2.66065071499631,5,11.1036684657224
"287","OBSN-01","T9",16,"outer_slope","wall","Species richness",5,7.7,2.24003032537193,5,12.0903787620065
"288","OSPR-01","T12",44.7,"outer_slope","wall","Species richness",1,1,0,1,1
"289","OSPR-01","T14",55,"outer_slope","steep_slope","Species richness",3,4.5,2.23197041180924,3,8.87458162170515
"290","OSPR-01","T15",52.4,"outer_slope","steep_slope","Species richness",3,5,1.27825638818642,3,7.50533648385363
"291","OSPR-01","T16",38.2,"outer_slope","wall","Species richness",2,2.5,0.75,2,3.96997298840504
"292","OSPR-01","T16",66.2,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"293","OSPR-01","T17",35.3,"outer_slope","steep_slope","Species richness",5,13,4.17598908625069,5,21.1847882088837
"294","OSPR-01","T18",33.3,"outer_slope","wall","Species richness",3,4.5,1.77066443044766,3,7.97043851238353
"295","OSPR-01","T19",28.2,"outer_slope","wall","Species richness",5,13,3.25754508794583,6.61532894961081,19.3846710503892
"296","OSPR-01","T19",53.2,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"297","OSPR-01","T21",21.8,"outer_slope","steep_slope","Species richness",10,43.2307692307692,14.9174199410517,13.9931634040483,72.4683750574902
"298","OSPR-01","T21",52.8,"outer_slope","steep_slope","Species richness",2,2.5,0.703239258393226,2,3.87832361896538
"299","OSPR-01","T22",18.8,"outer_slope","wall","Species richness",3,5,1.35676382646652,3,7.65920823540114
"300","OSPR-01","T22",47.8,"outer_slope","moderate_slope","Species richness",4,4.88888888888889,1.26316486828694,4,7.36464653726758
"301","OSPR-01","T23",16.4,"outer_slope","wall","Species richness",6,18.5,4.99208436277603,8.7156944411734,28.2843055588266
"302","OSPR-01","T24",14.1,"outer_slope","wall","Species richness",5,7.78571428571429,2.1608573885566,5,12.0209169430125
"303","OSPR-01","T24",41.2,"outer_slope","wall","Species richness",1,1,0,1,1
"304","OSPR-01","T25",32.8,"outer_slope","moderate_slope","Species richness",2,2.33333333333333,1.12524345788197,2,4.53876998462131
"305","OSPR-01","T25",9.1,"outer_slope","wall","Species richness",7,14.6923076923077,6.09159010057962,7,26.6316048980245
"306","OSPR-01","T26",35.7,"outer_slope","gentle_slope","Species richness",2,2.33333333333333,1.08568896960434,2,4.46124461217025
"307","OSPR-01","T26",7.1,"outer_slope","wall","Species richness",5,7.84210526315789,1.84583678788086,5,11.4598788887435
"308","OSPR-01","T27",36.6,"outer_slope","moderate_slope","Species richness",6,18.5,4.72346804718917,9.24217274538349,27.7578272546165
"309","OSPR-01","T27",7,"outer_slope","steep_slope","Species richness",4,4.90909090909091,1.48858605050298,4,7.82666595596547
"310","OSPR-01","T28",28.8,"outer_slope","moderate_slope","Species richness",3,3.41666666666667,1.28598020583007,3,5.93714155492501
"311","OSPR-01","T29",25.5,"outer_slope","moderate_slope","Species richness",4,6.66666666666667,1.77856884756519,4,10.1525975519193
"312","OSPR-01","T3",77.2,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"313","OSPR-01","T30",23.7,"outer_slope","moderate_slope","Species richness",3,3,0.624814315851461,3,4.2246135560939
"314","OSPR-01","T31",18.9,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"315","OSPR-01","T32",15.4,"outer_slope","steep_slope","Species richness",5,8.9375,3.82531237004871,5,16.434974474911
"316","OSPR-01","T33",12.7,"outer_slope","moderate_slope","Species richness",3,5,1.46648300043757,3,7.87425386479788
"317","OSPR-01","T34",5.1,"outer_slope","moderate_slope","Species richness",6,6.48333333333333,1.88371384138693,6,10.1753446196313
"318","OSPR-01","T35",7.1,"outer_slope","moderate_slope","Species richness",5,7.8125,1.93151667435537,5,11.5982031172751
"319","OSPR-01","T36",9.1,"outer_slope","moderate_slope","Species richness",2,2,0.301511344577764,2,2.59095137630266
"320","OSPR-01","T7",67.8,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"321","OSPR-01","T7",96.3,"outer_slope","wall","Species richness",1,1,0,1,1
"322","OSPR-01","T8",65.8,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"323","OSPR-01","T9",63.2,"outer_slope","moderate_slope","Species richness",1,1,0,1,1
"324","OSPR-02","T1",47.7,"outer_slope","steep_slope","Species richness",3,3.8,1.49543547929266,3,6.73099968061701
"325","OSPR-02","T10",12.7,"outer_slope","moderate_slope","Species richness",8,12.3714285714286,5.38472753532178,8,22.9253006072204
"326","OSPR-02","T10",68,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"327","OSPR-02","T11",15.8,"outer_slope","steep_slope","Species richness",4,7.6,3.23821873968708,4,13.9467921038494
"328","OSPR-02","T11",64.2,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"329","OSPR-02","T12",18.2,"outer_slope","wall","Species richness",4,8.5,2.33303028335045,4,13.0726553302082
"330","OSPR-02","T12",61.4,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"331","OSPR-02","T13",9.4,"outer_slope","moderate_slope","Species richness",6,6.95,2.12998067027002,6,11.1246854014957
"332","OSPR-02","T14",7.3,"outer_slope","moderate_slope","Species richness",9,14.8775510204082,4.6941208831553,9,24.0778588904699
"333","OSPR-02","T15",6.1,"outer_slope","gentle_slope","Species richness",10,12.9739130434783,3.61755839366138,10,20.0641972070251
"334","OSPR-02","T16",47.8,"outer_slope","moderate_slope","Species richness",2,2,0.472581562625261,2,2.92624284250317
"335","OSPR-02","T19",33.2,"outer_slope","steep_slope","Species richness",4,4.83333333333333,1.63095988998457,4,8.02995597793251
"336","OSPR-02","T20",27.7,"outer_slope","steep_slope","Species richness",3,3.2,1.46957837697096,3,6.08032069132191
"337","OSPR-02","T21",21.4,"outer_slope","moderate_slope","Species richness",4,7.6,2.9862310288348,4,13.4529052660322
"338","OSPR-02","T22",17.1,"outer_slope","wall","Species richness",3,5,1.45437148230077,3,7.85051572545164
"339","OSPR-02","T23",14.1,"outer_slope","steep_slope","Species richness",8,12.32,4.5595497888686,8,21.2565533718997
"340","OSPR-02","T24",6.2,"outer_slope","moderate_slope","Species richness",14,28.8695652173913,13.9661299259376,14,56.2426768756361
"341","OSPR-02","T25",8.2,"outer_slope","moderate_slope","Species richness",10,27.6727272727273,11.4128442001087,10,50.0414908661071
"342","OSPR-02","T3",42.3,"outer_slope","moderate_slope","Species richness",6,13.4285714285714,6.45628026097744,6,26.0826482141841
"343","OSPR-02","T4",32.2,"outer_slope","steep_slope","Species richness",2,2.33333333333333,1.42946388669564,2,5.13503106845743
"344","OSPR-02","T5",35,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"345","OSPR-02","T6",38.1,"outer_slope","steep_slope","Species richness",2,2,0.460566186471838,2,2.90269313798176
"346","OSPR-02","T6",80.6,"outer_slope","steep_slope","Species richness",2,2.33333333333333,1.28665776937312,2,4.85513622173329
"347","OSPR-02","T7",28,"outer_slope","steep_slope","Species richness",2,2,0.368452949177471,2,2.72215451038541
"348","OSPR-02","T7",71.6,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"349","OSPR-02","T8",24.9,"outer_slope","steep_slope","Species richness",3,4.5,1.85081881961209,3,8.12753822834864
"350","OSPR-02","T9",23.1,"outer_slope","wall","Species richness",4,4.88888888888889,1.28121287155849,4,7.40001997367268
"351","OSPR-03","T1",55.6,"outer_slope","wall","Species richness",1,1,0,1,1
"352","OSPR-03","T10",18.1,"outer_slope","steep_slope","Species richness",4,8.5,2.21140295520808,4.16572985248672,12.8342701475133
"353","OSPR-03","T11",8.3,"outer_slope","moderate_slope","Species richness",9,16.8620689655172,6.4242521759143,9,29.4533718579123
"354","OSPR-03","T12",6.4,"outer_slope","moderate_slope","Species richness",12,16.4707792207792,4.00624127709652,12,24.3228678372662
"355","OSPR-03","T13",96.5,"outer_slope","wall","Species richness",1,1,0,1,1
"356","OSPR-03","T16",81.1,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"357","OSPR-03","T19",78.1,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"358","OSPR-03","T2",55.7,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"359","OSPR-03","T21",60.6,"outer_slope","wall","Species richness",1,1,0,1,1
"360","OSPR-03","T22",64.9,"outer_slope","wall","Species richness",2,2.5,0.735310695000296,2,3.9411824796477
"361","OSPR-03","T3",45.8,"outer_slope","wall","Species richness",1,1,0,1,1
"362","OSPR-03","T5",37.5,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"363","OSPR-03","T6",34.3,"outer_slope","steep_slope","Species richness",3,5,1.40922087666796,3,7.76202216453116
"364","OSPR-03","T7",28.2,"outer_slope","wall","Species richness",4,5.71428571428571,2.5653587974467,4,10.7422965647042
"365","OSPR-03","T8",24.4,"outer_slope","steep_slope","Species richness",3,5,1.36731117265719,3,7.67988065406732
"366","OSPR-03","T9",14.5,"outer_slope","wall","Species richness",3,3.8,1.3354286566379,3,6.41739207093298
"367","SAUM-01","T2",29.6,"inner_reef","flat","Species richness",2,2.5,0.708872343937891,2,3.88936426375476
"368","SAUM-01","T4",29.6,"inner_reef","flat","Species richness",2,2,0.358870281282637,2,2.70337282643573
"369","SAUM-01","T5",29.5,"inner_reef","flat","Species richness",2,2,0.31446603773522,2,2.61634210832205
"370","SAUM-01","T6",29.9,"inner_reef","flat","Species richness",1,1,0,1,1
"371","SDIA-01","T1",35.3,"lagoon","flat","Species richness",1,1,0,1,1
"372","SDIA-01","T2",35.6,"lagoon","flat","Species richness",1,1,0,1,1
"373","SDIA-02","T1",15.2,"outer_slope","gentle_slope","Species richness",8,8.97435897435897,2.6845539162588,8,14.2359879647822
"374","SDIA-02","T1",31.5,"outer_slope","flat","Species richness",3,3.875,1.03139150965119,3,5.89649021287672
"375","SDIA-02","T1",95.3,"outer_slope","gentle_slope","Species richness",1,1,0,1,1
"376","SDIA-02","T10",23.7,"outer_slope","gentle_slope","Species richness",3,3.2,1.68842883154485,3,6.50925970028696
"377","SDIA-02","T10",74.1,"outer_slope","gentle_slope","Species richness",1,1,0,1,1
"378","SDIA-02","T11",21.4,"outer_slope","gentle_slope","Species richness",2,2,0.171446607997765,2,2.33602917694718
"379","SDIA-02","T12",20,"outer_slope","gentle_slope","Species richness",4,4.46428571428571,1.37564066285582,4,7.16049186915194
"380","SDIA-02","T13",66.8,"outer_slope","flat","Species richness",1,1,0,1,1
"381","SDIA-02","T15",79,"outer_slope","gentle_slope","Species richness",5,11.6666666666667,4.51202494538141,5,20.5100730569605
"382","SDIA-02","T2",36,"outer_slope","flat","Species richness",3,3.88888888888889,1.14916648659668,3,6.1412138148588
"383","SDIA-02","T2",93.9,"outer_slope","gentle_slope","Species richness",1,1,0,1,1
"384","SDIA-02","T3",43.7,"outer_slope","flat","Species richness",2,2.33333333333333,1.23546544253904,2,4.7548011048537
"385","SDIA-02","T3",94.1,"outer_slope","gentle_slope","Species richness",2,2.33333333333333,1.03201284151434,2,4.35604133428428
"386","SDIA-02","T4",47.5,"outer_slope","flat","Species richness",3,3.8,1.44232556321485,3,6.62690615788255
"387","SDIA-02","T4",97.2,"outer_slope","gentle_slope","Species richness",1,1,0,1,1
"388","SDIA-02","T5",41.7,"outer_slope","flat","Species richness",2,2.33333333333333,1.09483021453246,2,4.47916112300322
"389","SDIA-02","T5",88.7,"outer_slope","gentle_slope","Species richness",2,2.5,0.708872343937891,2,3.88936426375476
"390","SDIA-02","T6",35.1,"outer_slope","flat","Species richness",2,2.33333333333333,1.17214203373579,2,4.63068950422102
"391","SDIA-02","T6",87,"outer_slope","gentle_slope","Species richness",1,1,0,1,1
"392","SDIA-02","T7",33.3,"outer_slope","flat","Species richness",3,4.5,2.29590654615707,3,8.9998941423376
"393","SDIA-02","T7",84.4,"outer_slope","gentle_slope","Species richness",2,2.5,0.723627226986633,2,3.91828330312639
"394","SDIA-02","T8",28.8,"outer_slope","gentle_slope","Species richness",2,2.5,0.661266003415212,2,3.79605755089456
"395","SDIA-02","T8",81.7,"outer_slope","gentle_slope","Species richness",1,1,0,1,1
"396","SDIA-02","T9",24.7,"outer_slope","gentle_slope","Species richness",1,1,0,1,1
"397","SDIA-02","T9",78.2,"outer_slope","gentle_slope","Species richness",2,2.5,0.690849279707758,2,3.85403970697264
"398","SHAR-01","T10",11,"outer_slope","flat","Species richness",5,6.88888888888889,2.61410315931782,5,12.0124369330242
"399","SHAR-01","T2",85,"outer_slope","wall","Species richness",1,1,0,1,1
"400","SHAR-01","T3",77,"outer_slope","moderate_slope","Species richness",1,1,0,1,1
"401","SHAR-01","T7",36,"outer_slope","steep_slope","Species richness",5,5.45833333333333,1.6275912112279,5,8.64835348889394
"402","SHAR-01","T8",28,"outer_slope","gentle_slope","Species richness",3,3,0.411527510025356,3,3.80657909829714
"403","SHAR-01","T9",18,"outer_slope","gentle_slope","Species richness",2,2,0.464823198711732,2,2.9110367286537
"404","SWCA-01","T12",61.2,"outer_slope","flat","Species richness",1,1,0,1,1
"405","SWCA-01","T16",48.1,"outer_slope","steep_slope","Species richness",2,2.5,0.591415866605494,2,3.65915379843231
"406","SWCA-01","T17",44.1,"outer_slope","moderate_slope","Species richness",2,2.33333333333333,1.09982143229731,2,4.48894373006133
"407","SWCA-01","T18",40.5,"outer_slope","moderate_slope","Species richness",4,4.9,1.1459814229372,4,7.14608231590888
"408","SWCA-01","T19",37.4,"outer_slope","moderate_slope","Species richness",3,3,0.287656413314934,3,3.56379621001924
"409","SWCA-01","T20",35,"outer_slope","gentle_slope","Species richness",4,6.66666666666667,1.92735119497115,4,10.4442055943703
"410","SWCA-01","T21",32.1,"outer_slope","steep_slope","Species richness",3,3.8,1.49162645959017,3,6.72353413918372
"411","SWCA-01","T22",27.9,"outer_slope","steep_slope","Species richness",5,6.85714285714286,1.94128038924399,5,10.661982503955
"412","SWCA-01","T23",24.9,"outer_slope","moderate_slope","Species richness",4,4.94117647058824,0.671571294736887,4,6.25743202132347
"413","SWCA-01","T24",22.4,"outer_slope","moderate_slope","Species richness",5,5.88888888888889,2.31352799249142,5,10.4233204313973
"414","SWCA-01","T25",19.4,"outer_slope","gentle_slope","Species richness",10,22.109375,9.58515890869139,10,40.8959412471284
"415","SWCA-01","T26",15.4,"outer_slope","moderate_slope","Species richness",3,3,0.433723309370051,3,3.85008206562082
"416","SWCA-01","T27",11,"outer_slope","steep_slope","Species richness",4,4.22222222222222,1.56205911600059,4,7.28380183130585
"417","TURT-01","T5",61,"outer_slope","wall","Species richness",1,1,0,1,1
"418","TURT-01","T6",50,"outer_slope","wall","Species richness",3,5,1.47405546238018,3,7.88909561747968
"419","WILL-01","T1",35.2,"outer_slope","gentle_slope","Species richness",5,10.4,3.68869467036947,5,17.629708703889
"420","WILL-01","T10",50.4,"outer_slope","steep_slope","Species richness",3,3.41666666666667,1.32640534920243,3,6.0163733800047
"421","WILL-01","T11",50.1,"outer_slope","steep_slope","Species richness",2,2,0.31446603773522,2,2.61634210832205
"422","WILL-01","T12",40,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"423","WILL-01","T13",43,"outer_slope","steep_slope","Species richness",3,5,1.38200719364163,3,7.70868432591287
"424","WILL-01","T14",42,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"425","WILL-01","T15",42,"outer_slope","steep_slope","Species richness",5,5.46666666666667,1.8893746355027,5,9.16977290555545
"426","WILL-01","T2",42.3,"outer_slope","gentle_slope","Species richness",2,2,0.348735088019777,2,2.68350821266417
"427","WILL-01","T3",44.4,"outer_slope","gentle_slope","Species richness",1,1,0,1,1
"428","WILL-01","T4",51.5,"outer_slope","steep_slope","Species richness",3,3.2,1.68898511155981,3,6.51034998908159
"429","WILL-01","T5",52.3,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"430","WILL-01","T6",52.3,"outer_slope","steep_slope","Species richness",2,2.33333333333333,1.24155508729672,2,4.76673658925739
"431","WILL-01","T8",44.8,"outer_slope","steep_slope","Species richness",1,1,0,1,1
"432","WILL-01","T9",44.1,"outer_slope","steep_slope","Species richness",3,3.2,1.58843675137895,3,6.31327882442255
"433","WREC-01","T1",31.5,"outer_slope","gentle_slope","Species richness",6,10.1538461538462,5.10607069012316,6,20.1615608090031
"434","WREC-01","T2",36.5,"outer_slope","gentle_slope","Species richness",6,6.47368421052632,2.07173825258502,6,10.5342165709869
"435","WREC-01","T3",36.3,"outer_slope","gentle_slope","Species richness",9,18.6774193548387,7.1518557549126,9,32.6947990570929
