"","Depth_group","Slope_group","Reef_2","Site","Habitat","Aspect_descriptive","Benthic_Complexity","Acanthurus_auranticavus","Acanthurus_blochii","Acanthurus_dussumieri","Acanthurus_fowleri","Acanthurus_grammoptilus","Acanthurus_guttatus","Acanthurus_leucocheilus","Acanthurus_lineatus","Acanthurus_nigricans","Acanthurus_nigricauda","Acanthurus_nigrofuscus","Acanthurus_nigroris","Acanthurus_olivaceus","Acanthurus_pyroferus","Acanthurus_triostegus","Acanthurus_xanthopterus","Bolbometopon_muricatum","Centropyge_bicolor","Centropyge_bispinosa","Centropyge_flavissima","Centropyge_heraldi","Centropyge_loriculus","Centropyge_tibicen","Centropyge_vrolikii","Cetoscarus_ocellatus","Chlorurus_bleekeri","Chlorurus_capistratoides","Chlorurus_microrhinos","Chlorurus_sordidus","Chlorurus_spilurus","Ctenochaetus_binotatus","Ctenochaetus_cyanocheilus","Ctenochaetus_striatus","Hipposcarus_longiceps","Kyphosus_bigibbus","Kyphosus_cinerascens","Kyphosus_vaigiensis","Naso_brachycentron","Naso_lituratus","Naso_tonganus","Naso_unicornis","Scarus_altipinnis","Scarus_chameleon","Scarus_dimidiatus","Scarus_festivus","Scarus_flavipectoralis","Scarus_forsteni","Scarus_frenatus","Scarus_ghobban","Scarus_globiceps","Scarus_longipinnis","Scarus_niger","Scarus_oviceps","Scarus_psittacus","Scarus_rivulatus","Scarus_rubroviolaceus","Scarus_schlegeli","Scarus_spinus","Scarus_tricolor","Siganus_argenteus","Siganus_fuscescens","Siganus_punctatissimus","Siganus_punctatus","Siganus_stellatus","Zebrasoma_scopas","Zebrasoma_velifer"
"72","Shallow","Wall","Osprey","OSPR-01","outer_reef","wall",3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,2,10,0,29,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,2
"73","Shallow","Wall","Osprey","OSPR-02","outer_reef","wall",2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","Upper_mesophotic","Flat","Hermit Crab Islet","HERM-01","lagoon","flat",2,0,0,0,0,0,0,0,0,1,2,0,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,1
"75","Upper_mesophotic","Flat","Hermit Crab Islet","HERM-01","lagoon","flat",3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,6,4
"76","Upper_mesophotic","Flat","Marion","MARI-01","lagoon","flat",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Upper_mesophotic","Slope","Willis","WILL-01","outer_reef","gentle_slope",3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Lower_mesophotic","Slope","South Diamond","SDIA-02","outer_reef","gentle_slope",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"79","Shallow","Flat","Betty Cay","BETT-01","outer_reef","flat",4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","Shallow","Slope","Ashmore","ASHM-04","outer_slope","gentle_slope",4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"81","Shallow","Slope","Betty Cay","BETT-01","outer_reef","gentle_slope",3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","Shallow","Slope","East Diamond","EDIA-01","bommie","gentle_slope",2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","Shallow","Slope","East Diamond","EDIA-02","inner_reef","moderate_slope",2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,3,0
"84","Shallow","Slope","East Holmes","HOLM-04","outer_slope","moderate_slope",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"85","Shallow","Slope","Hermit Crab Islet","HERM-01","lagoon","moderate_slope",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"86","Shallow","Slope","Osprey","OSPR-03","outer_reef","steep_slope",3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","Shallow","Slope","Southwest Cay","SWCA-01","outer_reef","moderate_slope",1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"88","Shallow","Slope","Southwest Cay","SWCA-01","outer_reef","moderate_slope",2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","Shallow","Wall","Osprey","OSPR-02","outer_reef","wall",3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Shallow","Wall","Osprey","OSPR-03","outer_reef","wall",2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","Upper_mesophotic","Flat","Betty Cay","BETT-01","outer_reef","flat",5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"92","Upper_mesophotic","Slope","Ashmore","ASHM-04","outer_slope","moderate_slope",3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","Upper_mesophotic","Slope","Ashmore","ASHM-04","outer_slope","steep_slope",3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,6,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","Upper_mesophotic","Slope","Georgina Cay","GEOR-01","outer_reef","moderate_slope",2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","Upper_mesophotic","Slope","Juliette Cay","JULI-02","outer_reef","moderate_slope",3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","Upper_mesophotic","Slope","Kenn","KENN-01","outer_reef","gentle_slope",3,0,0,0,0,0,0,0,0,0,0,4,2,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,17,2
"97","Upper_mesophotic","Slope","Shark Cay","SHAR-01","outer_reef","steep_slope",2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","Upper_mesophotic","Slope","South Flinders","FLIN-01","outer_reef","steep_slope",4,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"99","Upper_mesophotic","Slope","Willis","WILL-01","outer_reef","steep_slope",2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"100","Upper_mesophotic","Slope","Willis","WILL-01","outer_reef","steep_slope",3,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"101","Upper_mesophotic","Slope","Wreck","WREC-01","outer_reef","gentle_slope",3,0,0,0,0,0,0,0,0,0,0,2,0,7,16,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
"102","Upper_mesophotic","Wall","Observation Cay","OBSN-01","outer_reef","wall",1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Lower_mesophotic","Flat","Southwest Cay","SWCA-01","outer_reef","flat",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Shallow","Flat","Shark Cay","SHAR-01","outer_reef","flat",1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Shallow","Slope","Juliette Cay","JULI-01","outer_slope","gentle_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","Shallow","Slope","Southwest Cay","SWCA-01","outer_reef","steep_slope",2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","Shallow","Wall","Bougainville","BOUG-01","outer_reef","wall",2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,5,0,0,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"108","Upper_mesophotic","Slope","Frederick","FRED-01","inner_reef","gentle_slope",1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","Upper_mesophotic","Slope","Lorna Cay","LORN-01","outer_slope","steep_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","Lower_mesophotic","Slope","Bougainville","BOUG-02","outer_reef","steep_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"111","Lower_mesophotic","Slope","East Holmes","HOLM-02","outer_reef","steep_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","Lower_mesophotic","Slope","Heralds Surprise","HSUP-01","outer_reef","steep_slope",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","Lower_mesophotic","Slope","Osprey","OSPR-01","outer_reef","steep_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Lower_mesophotic","Slope","Osprey","OSPR-01","outer_reef","steep_slope",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","Lower_mesophotic","Slope","West Holmes","HOLM-03","outer_reef","gentle_slope",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Lower_mesophotic","Wall","Bougainville","BOUG-01","outer_reef","wall",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Shallow","Flat","Lorna Cay","LORN-01","outer_slope","flat",2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"118","Shallow","Slope","Bougainville","BOUG-02","outer_reef","steep_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"119","Shallow","Slope","Edna Cay","EDNA-01","outer_reef","gentle_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","Shallow","Slope","Osprey","OSPR-01","outer_reef","moderate_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,8,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"121","Shallow","Slope","Osprey","OSPR-01","outer_reef","steep_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,6,0,9,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"122","Shallow","Slope","Osprey","OSPR-03","outer_reef","steep_slope",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","Shallow","Slope","Shark Cay","SHAR-01","outer_reef","gentle_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","Shallow","Slope","South Flinders","FLIN-01","outer_reef","steep_slope",4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","Shallow","Wall","Bougainville","BOUG-02","outer_reef","wall",3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"126","Shallow","Wall","Osprey","OSPR-03","outer_reef","wall",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"127","Upper_mesophotic","Flat","East Diamond","EDIA-01","bommie","flat",2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Upper_mesophotic","Flat","Middle Cay","MIDD-01","inner_reef","flat",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","Upper_mesophotic","Flat","North Flinders","FLIN-02","lagoon","flat",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Upper_mesophotic","Slope","Ashmore","ASHM-01","outer_slope","gentle_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"131","Upper_mesophotic","Slope","Ashmore","ASHM-01","outer_slope","moderate_slope",4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,6,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"132","Upper_mesophotic","Slope","Betty Cay","BETT-01","outer_reef","steep_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","Upper_mesophotic","Slope","Bougainville","BOUG-01","outer_reef","steep_slope",5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"134","Upper_mesophotic","Slope","Bougainville","BOUG-02","outer_reef","moderate_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"135","Upper_mesophotic","Slope","Bougainville","BOUG-02","outer_reef","moderate_slope",4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,4,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","Upper_mesophotic","Slope","Bougainville","BOUG-02","outer_reef","steep_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"137","Upper_mesophotic","Slope","East Holmes","HOLM-02","outer_reef","steep_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","Upper_mesophotic","Slope","East Holmes","HOLM-02","outer_reef","steep_slope",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Upper_mesophotic","Slope","Edna Cay","EDNA-01","outer_reef","moderate_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","Upper_mesophotic","Slope","Georgina Cay","GEOR-01","outer_reef","moderate_slope",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","Upper_mesophotic","Slope","Georgina Cay","GEOR-01","outer_reef","steep_slope",2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","Upper_mesophotic","Slope","Heralds Surprise","HSUP-01","outer_reef","steep_slope",4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6,1,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","Upper_mesophotic","Slope","Juliette Cay","JULI-02","outer_reef","gentle_slope",2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Upper_mesophotic","Slope","Kenn","KENN-01","outer_reef","steep_slope",4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"145","Upper_mesophotic","Slope","Lorna Cay","LORN-01","outer_slope","steep_slope",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Upper_mesophotic","Slope","Lorna Cay","LORN-01","outer_slope","steep_slope",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
